year,VClass,comb08,cylinders,displ,drive,fuelType,trany
1986,Midsize Cars,23,4.0,2.5,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Midsize Cars,24,4.0,2.5,Front-Wheel Drive,Regular,Manual 4-spd
1986,Midsize Cars,19,6.0,2.8,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Special Purpose Vehicles,21,4.0,2.5,4-Wheel or All-Wheel Drive,Regular,Manual 4-spd
1986,Midsize Cars,19,4.0,2.2,Front-Wheel Drive,Premium,Automatic 3-spd
1986,Midsize Cars,20,6.0,2.8,Front-Wheel Drive,Regular,Automatic 4-spd
1986,Special Purpose Vehicles,19,4.0,2.5,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1986,Compact Cars,19,6.0,2.8,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Midsize Cars,20,6.0,2.8,Front-Wheel Drive,Regular,Automatic 4-spd
1986,Midsize Cars,18,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,13,8.0,5.7,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Midsize Cars,19,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Midsize Cars,19,6.0,2.8,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,16,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Subcompact Cars,20,4.0,2.3,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Subcompact Cars,32,4.0,1.5,Front-Wheel Drive,Regular,Manual 4-spd
1986,Vans,11,8.0,5.9,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Minicompact Cars,19,6.0,2.5,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Vans,13,8.0,5.2,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Two Seaters,18,6.0,2.8,Rear-Wheel Drive,Premium,Automatic (S4)
1986,Vans,14,8.0,5.2,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Two Seaters,18,6.0,2.8,Rear-Wheel Drive,Premium,Automatic (S4)
1986,Two Seaters,25,4.0,1.6,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Two Seaters,25,4.0,1.6,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,13,8.0,5.2,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Two Seaters,12,8.0,5.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Two Seaters,25,4.0,1.8,Front-Wheel Drive,Regular,Manual 5-spd
1986,Vans,13,8.0,5.2,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Two Seaters,19,6.0,2.8,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Special Purpose Vehicle 2WD,11,6.0,3.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Subcompact Cars,29,4.0,1.5,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,12,8.0,5.2,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Two Seaters,20,6.0,2.8,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Two Seaters,14,8.0,5.6,Rear-Wheel Drive,Premium,Automatic 4-spd
1986,Vans,16,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Two Seaters,20,4.0,2.3,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,15,6.0,4.3,Rear-Wheel Drive,Regular,Manual 3-spd
1986,Subcompact Cars,22,4.0,1.6,Front-Wheel Drive,Premium,Automatic 3-spd
1986,Two Seaters,21,4.0,2.3,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Vans,13,8.0,5.2,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Special Purpose Vehicles,18,4.0,2.5,4-Wheel or All-Wheel Drive,Regular,Manual 4-spd
1986,Two Seaters,25,4.0,2.5,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Vans,13,6.0,3.7,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,15,6.0,3.7,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,14,6.0,3.7,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Two Seaters,19,6.0,2.8,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,16,6.0,3.7,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Two Seaters,25,4.0,2.5,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,12,8.0,5.2,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Minicompact Cars,35,3.0,1.0,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,11,8.0,5.9,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,15,6.0,4.9,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Minicompact Cars,17,6.0,3.3,Rear-Wheel Drive,Premium,Manual 4-spd
1986,Minicompact Cars,17,8.0,5.0,Rear-Wheel Drive,Premium,Automatic 4-spd
1986,Minicompact Cars,17,8.0,5.0,Rear-Wheel Drive,Premium,Manual 5-spd
1986,Vans,16,6.0,4.9,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,16,6.0,4.9,Rear-Wheel Drive,Regular,Manual 3-spd
1986,Minicompact Cars,18,6.0,3.2,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Minicompact Cars,19,4.0,2.5,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,21,4.0,1.8,Front-Wheel Drive,Premium,Manual 4-spd
1986,Subcompact Cars,22,4.0,1.6,Front-Wheel Drive,Premium,Automatic 3-spd
1986,Minicompact Cars,20,4.0,2.5,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Subcompact Cars,19,4.0,2.2,Front-Wheel Drive,Premium,Automatic 3-spd
1986,Minicompact Cars,20,4.0,2.5,Rear-Wheel Drive,Premium,Manual 5-spd
1986,Special Purpose Vehicle 2WD,11,8.0,5.9,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,20,6.0,4.9,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Vans,15,8.0,5.0,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Vans,18,6.0,3.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,19,6.0,3.0,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Vans,19,4.0,2.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Minicompact Cars,40,3.0,1.0,Front-Wheel Drive,Regular,Manual 5-spd
1986,Subcompact Cars,26,4.0,1.8,Front-Wheel Drive,Regular,Manual 5-spd
1986,Vans,24,4.0,2.3,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Special Purpose Vehicle 2WD,13,6.0,3.0,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Minicompact Cars,48,3.0,1.0,Front-Wheel Drive,Regular,Manual 5-spd
1986,Minicompact Cars,40,3.0,1.0,Front-Wheel Drive,Regular,Manual 5-spd
1986,Minicompact Cars,13,8.0,3.2,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Minicompact Cars,13,6.0,2.5,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Minicompact Cars,18,2.0,1.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Minicompact Cars,35,3.0,1.0,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,17,6.0,2.8,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Subcompact Cars,24,4.0,1.6,Front-Wheel Drive,Premium,Manual 5-spd
1986,Vans,18,6.0,2.8,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Special Purpose Vehicle 2WD,14,8.0,5.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Two Seaters,13,6.0,2.5,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Special Purpose Vehicle 2WD,14,4.0,2.4,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Vans,15,8.0,5.0,Rear-Wheel Drive,Regular,Manual 3-spd
1986,Two Seaters,18,8.0,5.7,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Subcompact Cars,24,4.0,2.0,Front-Wheel Drive,Regular,Manual 5-spd
1986,Subcompact Cars,27,4.0,1.6,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Two Seaters,18,8.0,5.7,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Special Purpose Vehicle 2WD,13,8.0,5.7,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Two Seaters,18,8.0,5.7,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Special Purpose Vehicle 2WD,13,6.0,2.8,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Special Purpose Vehicle 2WD,13,6.0,2.8,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Standard Pickup Trucks,17,4.0,2.4,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1986,Subcompact Cars,21,4.0,2.2,Front-Wheel Drive,Premium,Manual 5-spd
1986,Two Seaters,19,6.0,3.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Standard Pickup Trucks,18,4.0,2.4,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1986,Two Seaters,18,6.0,3.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Standard Pickup Trucks,20,4.0,2.4,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1986,Two Seaters,18,8.0,5.7,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Vans,20,4.0,2.5,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Two Seaters,22,4.0,1.5,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Standard Pickup Trucks,18,4.0,2.4,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1986,Special Purpose Vehicles,19,4.0,1.6,4-Wheel or All-Wheel Drive,Regular,Manual 4-spd
1986,Standard Pickup Trucks,20,4.0,2.5,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1986,Standard Pickup Trucks,16,6.0,2.8,4-Wheel or All-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,26,4.0,1.6,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Standard Pickup Trucks,17,6.0,2.8,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1986,Standard Pickup Trucks,16,6.0,4.2,4-Wheel or All-Wheel Drive,Regular,Automatic 3-spd
1986,Standard Pickup Trucks,19,4.0,2.4,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1986,Special Purpose Vehicle 2WD,17,4.0,2.5,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Standard Pickup Trucks,15,6.0,4.2,4-Wheel or All-Wheel Drive,Regular,Manual 4-spd
1986,Standard Pickup Trucks,11,8.0,5.9,4-Wheel or All-Wheel Drive,Regular,Automatic 3-spd
1986,Two Seaters,21,4.0,2.0,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Standard Pickup Trucks,11,8.0,5.9,4-Wheel or All-Wheel Drive,Regular,Automatic 3-spd
1986,Standard Pickup Trucks,19,4.0,2.4,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1986,Two Seaters,17,8.0,4.9,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Subcompact Cars,33,4.0,1.5,Front-Wheel Drive,Regular,Manual 4-spd
1986,Minicompact Cars,21,4.0,1.8,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,20,4.0,2.5,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Vans,22,4.0,2.5,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Vans,17,6.0,4.3,Rear-Wheel Drive,Regular,Manual 3-spd
1986,Two Seaters,29,4.0,1.5,Front-Wheel Drive,Regular,Manual 5-spd
1986,Vans,16,6.0,4.3,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Vans,17,6.0,4.3,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Two Seaters,27,4.0,1.5,Front-Wheel Drive,Regular,Manual 5-spd
1986,Vans,22,4.0,2.3,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Two Seaters,28,4.0,1.5,Front-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,15,8.0,5.0,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Special Purpose Vehicle 2WD,13,8.0,5.7,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,15,8.0,5.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,15,8.0,5.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Two Seaters,40,4.0,1.5,Front-Wheel Drive,Regular,Manual 5-spd
1986,Subcompact Cars,34,4.0,1.5,Front-Wheel Drive,Regular,Manual 5-spd
1986,Two Seaters,7,12.0,5.2,Rear-Wheel Drive,Premium,Manual 5-spd
1986,Two Seaters,46,4.0,1.5,Front-Wheel Drive,Regular,Manual 5-spd
1986,Two Seaters,19,6.0,3.0,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Vans,15,6.0,4.3,Rear-Wheel Drive,Regular,Manual 3-spd
1986,Vans,17,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Two Seaters,19,6.0,3.0,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Vans,17,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,18,6.0,4.3,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Vans,18,6.0,4.3,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Vans,16,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Two Seaters,11,12.0,4.9,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Two Seaters,25,4.0,1.9,Front-Wheel Drive,Regular,Manual 5-spd
1986,Two Seaters,13,8.0,3.2,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Subcompact Cars,24,4.0,1.6,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,31,4.0,1.5,Front-Wheel Drive,Regular,Manual 5-spd
1986,Vans,16,6.0,2.8,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Two Seaters,26,4.0,1.9,Front-Wheel Drive,Regular,Manual 5-spd
1986,Vans,15,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Two Seaters,22,4.0,1.9,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Two Seaters,23,4.0,1.9,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Special Purpose Vehicle 2WD,18,6.0,2.9,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,15,4.0,2.1,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Vans,14,8.0,5.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Subcompact Cars,27,4.0,1.5,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,40,3.0,1.0,Front-Wheel Drive,Regular,Manual 5-spd
1986,Vans,13,8.0,5.7,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Special Purpose Vehicles,11,6.0,4.2,4-Wheel Drive,Regular,Manual 4-spd
1986,Subcompact Cars,22,4.0,2.2,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Special Purpose Vehicles,15,6.0,4.2,4-Wheel or All-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,14,8.0,5.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,13,8.0,5.7,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,11,8.0,5.7,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,11,8.0,5.7,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Subcompact Cars,18,8.0,5.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Subcompact Cars,26,4.0,2.2,Front-Wheel Drive,Regular,Manual 5-spd
1986,Vans,13,6.0,3.7,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,20,4.0,2.2,Front-Wheel Drive,Premium,Manual 5-spd
1986,Subcompact Cars,19,4.0,2.2,Front-Wheel Drive,Premium,Automatic 3-spd
1986,Vans,15,6.0,3.7,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,12,8.0,5.0,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,15,6.0,4.3,Rear-Wheel Drive,Regular,Manual 3-spd
1986,Vans,17,6.0,4.3,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Standard Pickup Trucks,14,8.0,5.0,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Standard Pickup Trucks,17,6.0,4.3,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Subcompact Cars,22,4.0,1.8,Front-Wheel Drive,Premium,Manual 5-spd
1986,Vans,17,6.0,4.3,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Standard Pickup Trucks,16,6.0,4.9,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Vans,14,6.0,4.3,Rear-Wheel Drive,Regular,Manual 3-spd
1986,Standard Pickup Trucks,14,8.0,5.0,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Vans,15,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,20,4.0,2.2,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Subcompact Cars,36,3.0,1.0,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,16,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Subcompact Cars,36,3.0,1.0,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,15,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Standard Pickup Trucks,17,6.0,4.3,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Vans,17,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Subcompact Cars,21,4.0,2.5,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,12,8.0,5.2,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,21,4.0,2.0,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Subcompact Cars,18,6.0,3.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,13,8.0,5.2,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Subcompact Cars,19,6.0,3.0,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Subcompact Cars,30,4.0,1.6,Front-Wheel Drive,Regular,Manual 4-spd
1986,Subcompact Cars,27,4.0,1.6,Front-Wheel Drive,Regular,Manual 4-spd
1986,Subcompact Cars,22,4.0,2.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Subcompact Cars,24,4.0,2.2,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,18,8.0,5.0,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Vans,11,8.0,5.9,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,26,4.0,2.2,Front-Wheel Drive,Regular,Manual 5-spd
1986,Special Purpose Vehicle 2WD,12,4.0,2.4,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Subcompact Cars,22,4.0,2.2,Front-Wheel Drive,Premium,Manual 5-spd
1986,Vans,12,8.0,5.2,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Special Purpose Vehicle 2WD,14,4.0,2.4,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Vans,15,6.0,3.7,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Vans,14,8.0,5.2,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Subcompact Cars,21,4.0,1.8,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Subcompact Cars,24,4.0,2.5,Front-Wheel Drive,Regular,Manual 5-spd
1986,Vans,20,4.0,2.2,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Subcompact Cars,22,4.0,2.2,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,22,4.0,2.0,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,19,4.0,2.2,Front-Wheel Drive,Premium,Automatic 3-spd
1986,Subcompact Cars,21,4.0,2.2,Front-Wheel Drive,Premium,Manual 5-spd
1986,Vans,13,8.0,5.2,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,21,4.0,2.5,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,30,4.0,1.6,Front-Wheel Drive,Regular,Manual 5-spd
1986,Vans,17,6.0,4.3,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Special Purpose Vehicle 2WD,13,6.0,2.8,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Subcompact Cars,25,4.0,1.6,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,12,8.0,5.2,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,30,4.0,1.6,Front-Wheel Drive,Regular,Manual 5-spd
1986,Subcompact Cars,25,4.0,1.6,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Standard Pickup Trucks,18,4.0,2.5,4-Wheel or All-Wheel Drive,Regular,Manual 4-spd
1986,Subcompact Cars,34,4.0,1.5,Front-Wheel Drive,Regular,Manual 5-spd
1986,Vans,22,4.0,2.5,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Subcompact Cars,19,4.0,2.6,Rear-Wheel Drive,Premium,Automatic 4-spd
1986,Subcompact Cars,21,6.0,2.7,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Subcompact Cars,24,4.0,1.8,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,17,6.0,4.3,Rear-Wheel Drive,Regular,Manual 3-spd
1986,Subcompact Cars,16,6.0,3.4,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,16,6.0,4.3,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Subcompact Cars,20,6.0,2.7,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Subcompact Cars,17,6.0,3.4,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Special Purpose Vehicles,17,4.0,2.5,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1986,Subcompact Cars,24,4.0,2.5,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Vans,14,4.0,2.1,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,20,6.0,2.8,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,15,8.0,5.0,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,15,8.0,5.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,17,6.0,4.3,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Subcompact Cars,18,6.0,2.8,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Vans,15,6.0,4.3,Rear-Wheel Drive,Regular,Manual 3-spd
1986,Vans,17,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Minicompact Cars,23,4.0,1.8,Front-Wheel Drive,Regular,Manual 5-spd
1986,Vans,11,8.0,5.8,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,31,4.0,1.5,Front-Wheel Drive,Regular,Manual 5-spd
1986,Minicompact Cars,25,4.0,1.1,Front-Wheel Drive,Regular,Manual 4-spd
1986,Vans,14,6.0,4.9,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,18,5.0,2.2,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,24,4.0,1.8,Front-Wheel Drive,Regular,Manual 5-spd
1986,Subcompact Cars,19,5.0,2.2,Front-Wheel Drive,Regular,Manual 5-spd
1986,Subcompact Cars,18,5.0,2.2,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1986,Vans,11,8.0,5.8,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,10,8.0,5.9,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,22,4.0,1.8,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,16,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,15,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,14,8.0,5.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Special Purpose Vehicle 2WD,17,4.0,2.5,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Vans,15,8.0,5.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,15,8.0,5.0,Rear-Wheel Drive,Regular,Manual 3-spd
1986,Vans,17,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Subcompact Cars,27,4.0,1.6,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Vans,18,6.0,4.3,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Subcompact Cars,27,4.0,1.6,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Vans,14,4.0,2.1,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1986,Vans,18,6.0,4.3,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Vans,22,4.0,2.5,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Vans,20,4.0,2.2,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,12,8.0,5.2,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,29,4.0,1.5,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,22,4.0,2.2,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Vans,20,4.0,2.2,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Vans,20,4.0,2.5,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,20,4.0,2.5,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Subcompact Cars,40,3.0,1.0,Front-Wheel Drive,Regular,Manual 5-spd
1986,Subcompact Cars,18,8.0,5.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,20,4.0,2.5,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Vans,20,4.0,2.5,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Subcompact Cars,18,8.0,5.0,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Special Purpose Vehicle 2WD,17,6.0,2.9,Rear-Wheel Drive,Regular,Manual 5-spd
1986,Vans,15,8.0,5.0,Rear-Wheel Drive,Regular,Manual 4-spd
1986,Subcompact Cars,20,4.0,1.8,Front-Wheel Drive,Premium,Automatic 3-spd
1986,Subcompact Cars,18,8.0,5.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Vans,16,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1986,Subcompact Cars,18,4.0,2.6,Rear-Wheel Drive,Premium,Manual 5-spd
1986,Vans,15,6.0,4.3,Rear-Wheel Drive,Regular,Manual 3-spd
1986,Subcompact Cars,25,4.0,2.0,Front-Wheel Drive,Regular,Manual 4-spd
1986,Subcompact Cars,24,4.0,2.0,Front-Wheel Drive,Regular,Manual 5-spd
1986,Subcompact Cars,19,6.0,2.8,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,33,4.0,1.5,Front-Wheel Drive,Regular,Manual 4-spd
1986,Subcompact Cars,18,6.0,2.8,Front-Wheel Drive,Regular,Manual 4-spd
1986,Subcompact Cars,24,4.0,1.6,Rear-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,22,4.0,2.0,Front-Wheel Drive,Regular,Automatic 3-spd
1986,Subcompact Cars,20,4.0,2.2,Front-Wheel Drive,Premium,Manual 5-spd
1986,Standard Pickup Trucks,21,4.0,2.5,4-Wheel or All-Wheel Drive,Regular,Manual 4-spd
