year,VClass,comb08,cylinders,displ,drive,fuelType,trany
1998,"Vans, Cargo Type",15,8.0,5.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,"Vans, Cargo Type",14,8.0,5.7,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,"Vans, Cargo Type",16,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,"Vans, Cargo Type",13,8.0,5.9,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Standard Pickup Trucks 4WD,16,6.0,4.0,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1998,Standard Pickup Trucks 4WD,16,6.0,4.0,4-Wheel or All-Wheel Drive,Regular,Automatic 5-spd
1998,Standard Pickup Trucks 4WD,17,6.0,3.0,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1998,Standard Pickup Trucks 4WD,13,8.0,5.2,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1998,Standard Pickup Trucks 4WD,13,8.0,5.2,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Standard Pickup Trucks 4WD,12,8.0,5.9,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Standard Pickup Trucks 4WD,14,8.0,5.2,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1998,Standard Pickup Trucks 4WD,15,6.0,4.2,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Standard Pickup Trucks 4WD,15,6.0,4.2,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1998,Standard Pickup Trucks 4WD,14,8.0,4.6,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Standard Pickup Trucks 4WD,14,8.0,4.6,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1998,Standard Pickup Trucks 4WD,13,8.0,5.4,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Standard Pickup Trucks 4WD,14,8.0,4.6,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Standard Pickup Trucks 4WD,14,8.0,4.6,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1998,Standard Pickup Trucks 4WD,13,8.0,5.4,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Standard Pickup Trucks 4WD,16,6.0,3.0,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Standard Pickup Trucks 4WD,17,6.0,3.0,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1998,Standard Pickup Trucks 4WD,16,6.0,4.0,4-Wheel or All-Wheel Drive,Regular,Automatic 5-spd
1998,Standard Pickup Trucks 4WD,16,6.0,4.0,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1998,Standard Pickup Trucks 4WD,16,6.0,4.3,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Standard Pickup Trucks 4WD,16,6.0,4.3,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1998,Standard Pickup Trucks 4WD,14,8.0,5.0,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Standard Pickup Trucks 4WD,14,8.0,5.0,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1998,Standard Pickup Trucks 4WD,13,8.0,5.7,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Standard Pickup Trucks 4WD,13,8.0,5.7,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1998,Standard Pickup Trucks 4WD,16,6.0,4.3,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Standard Pickup Trucks 4WD,17,6.0,4.3,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1998,Standard Pickup Trucks 4WD,16,6.0,4.3,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Standard Pickup Trucks 4WD,17,6.0,4.3,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1998,Standard Pickup Trucks 4WD,16,6.0,3.0,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,"Vans, Cargo Type",16,6.0,4.3,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,18,6.0,4.0,Rear-Wheel Drive,Regular,Manual 5-spd
1998,"Vans, Passenger Type",16,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,"Vans, Passenger Type",15,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,18,6.0,3.3,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,18,6.0,3.8,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,15,8.0,4.6,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,13,8.0,5.4,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,16,6.0,4.0,Rear-Wheel Drive,Regular,Automatic 5-spd
1998,Special Purpose Vehicle 2WD,16,6.0,4.0,Rear-Wheel Drive,Regular,Automatic 5-spd
1998,Special Purpose Vehicle 2WD,17,6.0,4.0,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Special Purpose Vehicle 2WD,14,8.0,5.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,19,6.0,3.0,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,18,6.0,3.8,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,19,6.0,3.0,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,18,6.0,3.8,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,18,6.0,3.3,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,14,8.0,5.7,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,14,8.0,5.7,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,16,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,18,6.0,4.3,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Special Purpose Vehicle 2WD,21,4.0,2.0,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,16,6.0,3.2,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,17,6.0,3.2,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Special Purpose Vehicle 2WD,20,4.0,2.2,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Special Purpose Vehicle 2WD,20,4.0,2.2,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Special Purpose Vehicle 2WD,16,6.0,3.2,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,17,6.0,3.2,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Special Purpose Vehicle 2WD,18,4.0,2.5,Rear-Wheel Drive,Regular,Automatic 3-spd
1998,Special Purpose Vehicle 2WD,20,4.0,2.5,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Special Purpose Vehicle 2WD,14,8.0,5.7,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,19,6.0,3.0,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,19,6.0,3.0,Front-Wheel Drive,Regular,Automatic 3-spd
1998,Special Purpose Vehicle 2WD,20,4.0,2.4,Front-Wheel Drive,Regular,Automatic 3-spd
1998,"Vans, Passenger Type",14,8.0,5.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,"Vans, Passenger Type",14,8.0,5.7,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,"Vans, Passenger Type",14,6.0,3.9,Rear-Wheel Drive,Regular,Automatic 3-spd
1998,"Vans, Passenger Type",14,8.0,5.2,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,"Vans, Passenger Type",14,8.0,5.2,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,"Vans, Passenger Type",13,8.0,5.9,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,"Vans, Passenger Type",14,6.0,4.2,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,"Vans, Passenger Type",14,8.0,4.6,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,"Vans, Passenger Type",13,8.0,5.4,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,"Vans, Passenger Type",15,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,"Vans, Passenger Type",14,8.0,5.0,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,"Vans, Passenger Type",14,8.0,5.7,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,"Vans, Passenger Type",16,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,"Vans, Passenger Type",16,6.0,4.3,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,16,6.0,4.3,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,18,6.0,4.3,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Special Purpose Vehicle 2WD,14,8.0,5.7,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,14,8.0,5.7,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,14,8.0,5.7,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,21,4.0,1.6,Rear-Wheel Drive,Regular,Automatic 3-spd
1998,Special Purpose Vehicle 2WD,22,4.0,1.6,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Special Purpose Vehicle 2WD,21,4.0,1.6,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,22,4.0,1.6,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Special Purpose Vehicle 2WD,19,6.0,3.4,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,18,6.0,3.3,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,18,6.0,3.3,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 2WD,18,6.0,3.8,Front-Wheel Drive,Regular,Automatic 4-spd
1998,"Vans, Passenger Type",16,6.0,4.3,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Midsize Cars,19,6.0,3.8,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Special Purpose Vehicle 4WD,14,8.0,5.0,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Two Seaters,22,4.0,1.6,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,18,6.0,3.0,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,18,6.0,3.0,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,19,6.0,3.0,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,19,6.0,3.0,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,18,6.0,3.0,4-Wheel or All-Wheel Drive,Premium,Manual 6-spd
1998,Subcompact Cars,18,6.0,3.0,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,18,6.0,3.0,4-Wheel or All-Wheel Drive,Premium,Manual 6-spd
1998,Subcompact Cars,19,4.0,2.0,4-Wheel or All-Wheel Drive,Premium,Automatic 4-spd
1998,Subcompact Cars,20,4.0,2.0,Front-Wheel Drive,Premium,Automatic 4-spd
1998,Subcompact Cars,22,6.0,3.2,Rear-Wheel Drive,Premium,Automatic 5-spd
1998,Subcompact Cars,23,4.0,2.0,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,21,4.0,2.0,4-Wheel or All-Wheel Drive,Premium,Manual 5-spd
1998,Subcompact Cars,28,4.0,1.5,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,31,4.0,1.5,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,25,4.0,1.8,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,28,4.0,1.8,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,27,4.0,1.6,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,29,4.0,1.6,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,23,4.0,2.0,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,23,4.0,2.0,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,23,4.0,2.0,Front-Wheel Drive,Premium,Manual 5-spd
1998,Subcompact Cars,20,6.0,3.8,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,19,8.0,4.0,Rear-Wheel Drive,Premium,Automatic 5-spd
1998,Subcompact Cars,18,8.0,4.0,Rear-Wheel Drive,Premium,Automatic 5-spd
1998,Subcompact Cars,11,12.0,5.5,Rear-Wheel Drive,Premium,Manual 6-spd
1998,Subcompact Cars,25,4.0,2.0,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,25,4.0,2.0,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,20,6.0,3.8,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,21,6.0,3.8,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,18,8.0,4.6,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,18,8.0,4.6,Rear-Wheel Drive,Premium,Manual 5-spd
1998,Subcompact Cars,18,8.0,4.6,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,28,4.0,1.6,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,19,6.0,3.0,Rear-Wheel Drive,Premium,Automatic 4-spd
1998,Subcompact Cars,27,4.0,1.6,Front-Wheel Drive,CNG,Automatic 4-spd
1998,Subcompact Cars,30,4.0,1.6,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,28,4.0,1.6,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,31,4.0,1.6,Front-Wheel Drive,Regular,Automatic (variable gear ratios)
1998,Subcompact Cars,34,4.0,1.6,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,21,4.0,2.2,Front-Wheel Drive,Premium,Automatic 4-spd
1998,Subcompact Cars,22,4.0,2.2,Front-Wheel Drive,Premium,Manual 5-spd
1998,Special Purpose Vehicle 2WD,18,6.0,3.8,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,22,4.0,2.0,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,23,4.0,2.0,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,27,4.0,1.6,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,21,6.0,3.8,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,18,8.0,5.7,Rear-Wheel Drive,Premium,Automatic 4-spd
1998,Subcompact Cars,19,8.0,5.7,Rear-Wheel Drive,Premium,Manual 6-spd
1998,Subcompact Cars,30,4.0,1.5,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,22,4.0,2.0,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,24,4.0,2.0,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,21,4.0,2.0,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,23,4.0,2.0,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,19,5.0,2.3,Front-Wheel Drive,Premium,Automatic 4-spd
1998,Subcompact Cars,19,5.0,2.3,Front-Wheel Drive,Premium,Manual 5-spd
1998,Subcompact Cars,19,5.0,2.4,Front-Wheel Drive,Premium,Automatic 4-spd
1998,Compact Cars,20,5.0,2.5,Front-Wheel Drive,Premium,Automatic 4-spd
1998,Subcompact Cars,29,4.0,1.5,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Compact Cars,19,6.0,3.2,Front-Wheel Drive,Premium,Automatic 4-spd
1998,Compact Cars,23,4.0,1.8,Front-Wheel Drive,Premium,Manual 5-spd
1998,Compact Cars,20,6.0,2.8,Front-Wheel Drive,Premium,Automatic 5-spd
1998,Compact Cars,21,6.0,2.8,Front-Wheel Drive,Premium,Manual 5-spd
1998,Compact Cars,20,4.0,1.8,4-Wheel or All-Wheel Drive,Premium,Automatic 5-spd
1998,Compact Cars,22,4.0,1.8,4-Wheel or All-Wheel Drive,Premium,Manual 5-spd
1998,Compact Cars,19,6.0,2.8,4-Wheel or All-Wheel Drive,Premium,Automatic 5-spd
1998,Compact Cars,20,6.0,2.8,4-Wheel or All-Wheel Drive,Premium,Manual 5-spd
1998,Compact Cars,12,8.0,6.7,Rear-Wheel Drive,Premium,Automatic 4-spd
1998,Compact Cars,23,4.0,1.9,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Compact Cars,22,4.0,1.8,Front-Wheel Drive,Premium,Automatic 5-spd
1998,Subcompact Cars,27,4.0,1.5,Front-Wheel Drive,Regular,Automatic 3-spd
1998,Subcompact Cars,22,4.0,2.2,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,22,4.0,2.2,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,23,4.0,2.2,Front-Wheel Drive,Regular,Automatic 3-spd
1998,Subcompact Cars,23,4.0,2.2,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,25,4.0,2.2,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,23,4.0,2.4,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,24,4.0,2.4,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,19,4.0,2.0,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,22,4.0,2.3,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,21,4.0,2.0,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,20,4.0,2.3,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,25,4.0,1.9,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,27,4.0,1.9,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,26,4.0,1.9,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,28,4.0,1.9,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,23,4.0,2.2,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,23,4.0,2.2,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,21,4.0,2.5,4-Wheel or All-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,22,4.0,2.5,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,26,4.0,1.6,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,29,4.0,1.6,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,28,4.0,1.3,Front-Wheel Drive,Regular,Automatic 3-spd
1998,Subcompact Cars,35,4.0,1.3,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,11,12.0,5.5,Rear-Wheel Drive,Premium,Automatic 4-spd
1998,Compact Cars,24,4.0,1.9,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,21,4.0,2.0,4-Wheel or All-Wheel Drive,Premium,Manual 5-spd
1998,Subcompact Cars,23,4.0,2.0,Front-Wheel Drive,Regular,Manual 5-spd
1998,Two Seaters,17,6.0,2.5,Rear-Wheel Drive,Premium,Automatic 5-spd
1998,Two Seaters,20,6.0,2.5,Rear-Wheel Drive,Premium,Manual 5-spd
1998,Two Seaters,23,4.0,1.6,4-Wheel or All-Wheel Drive,Regular,Manual 5-spd
1998,Two Seaters,22,4.0,1.6,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Two Seaters,23,4.0,1.6,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Minicompact Cars,19,6.0,2.8,Front-Wheel Drive,Premium,Automatic 4-spd
1998,Minicompact Cars,20,6.0,2.5,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Minicompact Cars,21,6.0,2.5,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Minicompact Cars,19,6.0,2.8,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Two Seaters,14,12.0,6.0,Rear-Wheel Drive,Premium,Automatic 5-spd
1998,Minicompact Cars,20,6.0,2.8,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Minicompact Cars,21,6.0,3.2,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Minicompact Cars,18,8.0,4.0,Rear-Wheel Drive,Premium,Automatic 5-spd
1998,Minicompact Cars,20,4.0,2.0,Front-Wheel Drive,Premium,Automatic 4-spd
1998,Minicompact Cars,23,4.0,2.0,Front-Wheel Drive,Premium,Manual 5-spd
1998,Minicompact Cars,21,4.0,2.3,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Minicompact Cars,22,4.0,2.3,Front-Wheel Drive,Regular,Manual 5-spd
1998,Minicompact Cars,21,4.0,2.4,Rear-Wheel Drive,Premium,Automatic 4-spd
1998,Minicompact Cars,22,4.0,2.4,Rear-Wheel Drive,Premium,Manual 5-spd
1998,Minicompact Cars,17,6.0,3.6,Rear-Wheel Drive,Premium,Automatic 4-spd
1998,Minicompact Cars,18,6.0,3.2,Rear-Wheel Drive,Regular,Automatic 5-spd
1998,Minicompact Cars,18,6.0,3.6,Rear-Wheel Drive,Premium,Manual 6-spd
1998,Two Seaters,17,8.0,5.0,Rear-Wheel Drive,Premium,Automatic 5-spd
1998,Two Seaters,10,12.0,5.7,4-Wheel or All-Wheel Drive,Premium,Manual 5-spd
1998,Subcompact Cars,21,4.0,2.2,Front-Wheel Drive,Regular,Automatic 3-spd
1998,Large Cars,17,8.0,4.6,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Two Seaters,18,6.0,3.0,Rear-Wheel Drive,Premium,Automatic 4-spd
1998,Two Seaters,18,6.0,3.2,Rear-Wheel Drive,Premium,Manual 6-spd
1998,Two Seaters,15,6.0,3.2,Rear-Wheel Drive,Premium,Automatic 4-spd
1998,Two Seaters,15,6.0,3.2,Rear-Wheel Drive,Premium,Manual 5-spd
1998,Two Seaters,15,6.0,3.2,Rear-Wheel Drive,Premium,Automatic 4-spd
1998,Two Seaters,15,6.0,3.2,Rear-Wheel Drive,Premium,Manual 5-spd
1998,Two Seaters,21,6.0,3.2,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Two Seaters,16,8.0,3.5,Rear-Wheel Drive,Premium,Manual 5-spd
1998,Two Seaters,23,4.0,1.9,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Two Seaters,18,6.0,2.8,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Two Seaters,19,6.0,2.8,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Two Seaters,18,8.0,5.7,Rear-Wheel Drive,Premium,Automatic 4-spd
1998,Two Seaters,19,8.0,5.7,Rear-Wheel Drive,Premium,Manual 6-spd
1998,Two Seaters,13,10.0,8.0,Rear-Wheel Drive,Premium,Manual 6-spd
1998,Two Seaters,13,10.0,8.0,Rear-Wheel Drive,Premium,Manual 6-spd
1998,Two Seaters,10,12.0,5.5,Rear-Wheel Drive,Premium,Manual 6-spd
1998,Two Seaters,11,8.0,3.5,Rear-Wheel Drive,Premium,Automatic 6-spd
1998,Two Seaters,11,8.0,3.5,Rear-Wheel Drive,Premium,Manual 6-spd
1998,Two Seaters,24,4.0,1.9,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Minicompact Cars,17,6.0,3.6,4-Wheel or All-Wheel Drive,Premium,Manual 6-spd
1998,Minicompact Cars,23,4.0,2.2,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Minicompact Cars,22,4.0,2.2,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,21,6.0,3.8,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,18,8.0,5.7,Rear-Wheel Drive,Premium,Automatic 4-spd
1998,Subcompact Cars,19,8.0,5.7,Rear-Wheel Drive,Premium,Manual 6-spd
1998,Subcompact Cars,23,4.0,2.2,Front-Wheel Drive,Regular,Automatic 3-spd
1998,Subcompact Cars,23,4.0,2.2,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,25,4.0,2.2,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,23,4.0,2.4,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,24,4.0,2.4,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,40,3.0,1.0,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,20,6.0,3.8,Rear-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,28,4.0,1.3,Front-Wheel Drive,Regular,Automatic 3-spd
1998,Subcompact Cars,22,4.0,2.0,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,20,4.0,2.0,Front-Wheel Drive,Premium,Automatic 4-spd
1998,Subcompact Cars,19,4.0,2.0,4-Wheel or All-Wheel Drive,Premium,Automatic 4-spd
1998,Subcompact Cars,22,4.0,2.0,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,20,4.0,2.0,Front-Wheel Drive,Premium,Automatic 4-spd
1998,Subcompact Cars,19,4.0,2.0,4-Wheel or All-Wheel Drive,Premium,Automatic 4-spd
1998,Subcompact Cars,24,4.0,2.0,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,23,4.0,2.0,Front-Wheel Drive,Premium,Manual 5-spd
1998,Subcompact Cars,21,4.0,2.0,4-Wheel or All-Wheel Drive,Premium,Manual 5-spd
1998,Subcompact Cars,35,4.0,1.3,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,21,6.0,3.2,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,20,6.0,3.2,Rear-Wheel Drive,Regular,Automatic 5-spd
1998,Subcompact Cars,20,6.0,2.8,Rear-Wheel Drive,Regular,Manual 5-spd
1998,Minicompact Cars,26,4.0,1.5,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Minicompact Cars,28,4.0,1.5,Front-Wheel Drive,Regular,Manual 5-spd
1998,Minicompact Cars,26,4.0,1.5,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Minicompact Cars,27,4.0,1.5,Front-Wheel Drive,Regular,Manual 5-spd
1998,Minicompact Cars,19,6.0,3.0,Rear-Wheel Drive,Premium,Automatic 4-spd
1998,Minicompact Cars,18,6.0,3.0,Rear-Wheel Drive,Premium,Automatic 4-spd
1998,Minicompact Cars,18,6.0,3.0,Rear-Wheel Drive,Premium,Manual 6-spd
1998,Subcompact Cars,22,4.0,2.3,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,24,4.0,2.3,Front-Wheel Drive,Regular,Manual 5-spd
1998,Subcompact Cars,20,6.0,3.0,Front-Wheel Drive,Regular,Automatic 4-spd
1998,Subcompact Cars,24,4.0,1.8,Front-Wheel Drive,Regular,Automatic 4-spd
